"","post_username","post_ID","post_comment","message_ID","sentiment","DatetimeSF","DatetimeSG","DateSG","Hour","Dayofweek","wordcount","mean","vNegTerms","negTerms","posTerms","vPosTerms"
"924","Melvin Su Jun Kang","1.02e+16","Rayy Tann Wil Heng Alltheway this is the idea i was mentioning the other day!","849823028503016_850898198395499","neutral",2017-07-06 09:10:19,2017-07-07 02:10:19,"2017-7-7",2,5,15,0,0,0,0,0
"925","Jovii Jia","1.02e+16","Hi grab, when I used the GS3 promo code, the message ""enjoy your ride"" popped up. I didn't get the $3 off eventually (I thought I have it). I understand that there are limited redemptions everyday. However, this is misleading.. it will be better if it shows ""promo code has been fully redeemed"". Thanks.","849741718511147_851362101682442","neutral",2017-07-07 05:40:04,2017-07-07 22:40:04,"2017-7-7",22,5,54,0.4,0,2,4,0
"926","Sowmya Tirumalasetti","1.61e+15","Hi Grab...I texted you on Sunday about a coupon  issue and there is no follow up since then...Can u plz look into it.","849741718511147_850410138444305","neutral",2017-07-05 14:25:00,2017-07-06 07:25:00,"2017-7-6",7,4,23,0,0,1,0,0
"927","Maya Mayumi","1.66e+15","hi grab pls help look into the matter as my credits is missing after a ride is cancel. did they charged me of $6","849741718511147_849851661833486","neutral",2017-07-04 13:29:34,2017-07-05 06:29:34,"2017-7-5",6,3,24,0,0,2,2,0
"928","Doreen Kok","1.02e+16","Hi Grab, I have not received any reply or response from you guys regarding the issue I have reported.","849741718511147_850842658401053","neutral",2017-07-06 06:05:28,2017-07-06 23:05:28,"2017-7-6",23,4,19,0,0,0,0,0
"929","Daw Tin Tin Win","1.48e+15","Hi grab. You sent me pop up saying that i will get $15off if i sign up grabpay. Now i used grab pay and i am not seeing any promotion on $15 off.  Why is it so?","849741718511147_850126465139339","neutral",2017-07-05 00:42:13,2017-07-05 17:42:13,"2017-7-5",17,3,37,0,0,0,0,0
"930","Natasha Sally","1.02e+16","thank you Grab!","849741718511147_850152628470056","positive",2017-07-05 02:02:43,2017-07-05 19:02:43,"2017-7-5",19,3,3,2,0,0,1,0
"931","Gillian Chan","7.29e+14","Dylan Alexander mmmmmmmmmmmmmmmmmmmmmmmmmmmmm love me some of those sweet sweet taxi ride bargains","849741718511147_851741791644473","positive",2017-07-07 20:03:38,2017-07-08 13:03:38,"2017-7-8",13,6,13,2.33333333333333,0,0,3,0
"932","Lewis Chew","8.4e+14","Grab . please fix rates at a more reasonable price especially during peak hours. Be more concern for the driver not always passenger. .thks","849741718511147_851196191699033","neutral",2017-07-06 21:04:56,2017-07-07 14:04:56,"2017-7-7",14,5,24,1,0,0,1,0
"933","Why Not Deals Singapore","9.53e+14","This promo code has been featured at https://www.whynotdeals.com/deals/grabsingaporeget3off2grabshareridesgs3promocode49jul2017/","849741718511147_849921278493191","neutral",2017-07-04 15:32:31,2017-07-05 08:32:31,"2017-7-5",8,3,8,0,0,0,0,0
"934","Dennis Lim","1.02e+16","Why only $3, you should continue to give $8 off without top up of grabpay ","849741718511147_851092241709428","neutral",2017-07-06 16:50:26,2017-07-07 09:50:26,"2017-7-7",9,5,16,2,0,0,1,0
"935","Dion Ho","1.02e+16","Shufen Huang tsk. After we topped up.","849741718511147_852119098273409","neutral",2017-07-08 12:30:55,2017-07-09 05:30:55,"2017-7-9",5,0,7,0,0,0,0,0
"936","Austin Ting","1.02e+16","Jos Luciette","849741718511147_851093645042621","neutral",2017-07-06 16:55:14,2017-07-07 09:55:14,"2017-7-7",9,5,2,0,0,0,0,0
"937","Alenzo Gill","9.67e+14","0","849741718511147_849843091834343","neutral",2017-07-04 13:19:36,2017-07-05 06:19:36,"2017-7-5",6,3,0,0,0,0,0,0
"938","Jim Grieves","1.02e+16","discounted rates for stolen credit card!","849741718511147_851264891692163","neutral",2017-07-07 00:53:44,2017-07-07 17:53:44,"2017-7-7",17,5,6,-1.5,0,2,0,0
"939","Miles Ramos Carasi","1.13e+15","Sean Shrimpton...your promo code here...","849741718511147_849745465177439","neutral",2017-07-04 09:46:16,2017-07-05 02:46:16,"2017-7-5",2,3,5,0,0,0,0,0
"940","Juyyo","1.64e+15","This Promo code have been Featured on https://www.juyyo.com/promo/nXfTwsf/grab3grabsharepromocode","849741718511147_851277221690930","neutral",2017-07-07 01:39:38,2017-07-07 18:39:38,"2017-7-7",18,5,8,0,0,0,0,0
"941","Tan Yanling","1.02e+16","Anna Gabrielle Koh ","849741718511147_851031028382216","neutral",2017-07-06 14:29:24,2017-07-07 07:29:24,"2017-7-7",7,5,4,0,0,0,0,0
"942","October Ng","1.02e+16","JL Wong","849741718511147_849743181844334","neutral",2017-07-04 09:39:09,2017-07-05 02:39:09,"2017-7-5",2,3,2,0,0,0,0,0
"943","Yan Hua","1.02e+16","Mervyn Jui Meng Tan","849741718511147_849750958510223","neutral",2017-07-04 09:59:11,2017-07-05 02:59:11,"2017-7-5",2,3,4,0,0,0,0,0
"944","Wenn Teoh","1.02e+16","Xiao Q Mo","849741718511147_850131901805462","neutral",2017-07-05 01:04:54,2017-07-05 18:04:54,"2017-7-5",18,3,3,0,0,0,0,0
"945","Sihui Pauline","1.02e+16","Jaslyn Shu Yi Regina Koh Georgina Koh Cecilia Ksl Joanne Ong Jingyee Ong Vanny Goh","849741718511147_849743351844317","neutral",2017-07-04 09:39:37,2017-07-05 02:39:37,"2017-7-5",2,3,15,0,0,0,0,0
"946","Fazeela Mohamed Iqbal","1.02e+16","Shah Fharhan Rahmath Ali Mohamed Iqbal Barkath Ali Mohamed Iqbal","849741718511147_849744068510912","neutral",2017-07-04 09:41:52,2017-07-05 02:41:52,"2017-7-5",2,3,10,0,0,0,0,0
"947","An An","1.02e+16","Palita Engpongpan","849741718511147_849745111844141","neutral",2017-07-04 09:45:37,2017-07-05 02:45:37,"2017-7-5",2,3,2,0,0,0,0,0
"948","William Ysc","1.02e+16","Celine Chan","849741718511147_849958988489420","neutral",2017-07-04 16:48:39,2017-07-05 09:48:39,"2017-7-5",9,3,2,0,0,0,0,0
"949","Esha Aini","1.53e+15","Jazz Kaur Firefly Tan","849741718511147_849757148509604","neutral",2017-07-04 10:16:58,2017-07-05 03:16:58,"2017-7-5",3,3,4,0,0,0,0,0
"950","Darren Lee","1.9e+15","If u want to brighten our day , just give more unlimited higher promo every week .  :)","849652891853363_849718005180185","positive",2017-07-04 08:40:56,2017-07-05 01:40:56,"2017-7-5",1,3,19,1,0,0,1,0
"951","Rashida Razak AlJunaid","1.02e+16","Not many drivers r like this...i hope there will be more kind ones in the future","849652891853363_850883188397000","positive",2017-07-06 08:22:17,2017-07-07 01:22:17,"2017-7-7",1,5,16,1.33333333333333,0,0,2,0
"952","Zaimie Artzyfizzie Krinola","1.02e+16","CT NaNi Hush Hush lol anak kau","849652891853363_851135801705072","neutral",2017-07-06 18:50:20,2017-07-07 11:50:20,"2017-7-7",11,5,7,3,0,0,1,0
"953","Grab","2.3e+14","Hi Mervyn, we are unable to disclose further with regards to GrabHitch services be part of GrabRewards. Do wait for official statement from our relevant teams. Thanks!","849151031903549_851285025023483","neutral",2017-07-07 02:05:59,2017-07-07 19:05:59,"2017-7-7",19,5,27,2,0,0,1,0
"954","James Tan","1.14e+15","it's so frustrating when i sent u guys a PM but no reply. Can you please reply asap? I trying to try out the 'EASY' Promo. In the morning it was just fine now it give and exclamation mark. Please advise.","849151031903549_849662098519109","neutral",2017-07-04 05:28:48,2017-07-04 22:28:48,"2017-7-4",22,2,41,0.5,0,2,4,0
"955","Cui Hong","1.02e+16","Sorry, I'm still confused after reading ur Q & A........after redemption of points will I be able to keep my gold status or the points accumulation to keep gold / upgrade to platinum reset itself?","849151031903549_849758258509493","neutral",2017-07-04 10:19:18,2017-07-05 03:19:18,"2017-7-5",3,3,35,-1.5,0,2,0,0
"956","Bok Chek Yang","1.02e+16","Please clarify how the points to reach the next tier are revised every half year and why more points are needed now to reach the next tier ? Also the need to earn certain amount of points to maintain our tier is new to us.","849151031903549_849166831901969","neutral",2017-07-03 10:15:12,2017-07-04 03:15:12,"2017-7-4",3,2,45,1,0,0,4,0
"957","Suchart Lim","1.02e+16","I used to get prioritised bookings occasionally when I was gold but ever since attaining platinum status last week, I've never seen any of my bookings prioritised. In fact quite the opposite, my bookings became hard to get and requires several tries before I'm able to get a vehicle. I don't see any support phone contact number that's exclusive for platinum members indicated anywhere too.","849151031903549_850945361724116","neutral",2017-07-06 11:16:26,2017-07-07 04:16:26,"2017-7-7",4,5,65,1,0,1,2,0
"958","James Peng Shen","1.02e+16","Just checking if the rewards point collection got reseted every year? Im just 1000 points away from being a platinum member and now i need another 18k more points to be platinum member. Im current gold member. Pls help","849151031903549_849223201896332","neutral",2017-07-03 12:28:50,2017-07-04 05:28:50,"2017-7-4",5,2,39,2,0,0,2,0
"959","Hnin Nandar Ei","1.02e+16","It is annoying that you offer promotions but we always have trouble to claim it. I have pm you and pls investigate asap.","849151031903549_849616321857020","neutral",2017-07-04 03:26:18,2017-07-04 20:26:18,"2017-7-4",20,2,23,-2,0,2,0,0
"960","Alice Ng","1.02e+16","Why can't I use my grab rewards points to redeem for grab hitch ride?","849151031903549_853250094826976","neutral",2017-07-10 12:26:12,2017-07-11 05:26:12,"2017-7-11",5,2,14,2,0,0,1,0
"961","Liaw Susan","1.02e+16","Pls giv $7 or above discount next week. N for those very support grab pls giv them $10. U shud check which user is loyal n giv 2type of discount. Like dere is tier of discount for user dat always/sometime/seldom/daily take grab. Hope u can consider","849151031903549_850356008449718","neutral",2017-07-05 12:20:16,2017-07-06 05:20:16,"2017-7-6",5,4,46,1.75,0,0,3,0
"962","Diane Kristen","4.19e+14","Hi Grab, I referred a Friend to Grab and she finally took Grab on Saturday and applied the promo code (Yes she saw the tick and promo code applied). However she was charged full fare for the ride ($6). She wrote to grab, instead of refund, she was offer naother promo code for $6 off. I am supposed to also get $8 off when my referred Friend takes Grab. But I didn't receive any Promo code. Wrote to Grab on Sat but no reply. This is not the first time that I referred and I don't get anything. Pretty upset this has happen. Pls respond. PM you already also no response.","849151031903549_849692311849421","negative",2017-07-04 07:13:47,2017-07-05 00:13:47,"2017-7-5",0,3,111,-0.333333333333333,0,3,2,0
"963","Jonathan Boon","1.02e+16","If I redeem my point, will my status be based on the balance points? E.g can I lose platinum status after redeeming all my points?","849151031903549_849488058536513","neutral",2017-07-03 21:44:26,2017-07-04 14:44:26,"2017-7-4",14,2,25,0,0,0,0,0
"964","Leox Tan","1.02e+16","so if i'm silver now.. after redemption of points, i'll drop to the lowest tier..?","849151031903549_849434228541896","neutral",2017-07-03 19:44:06,2017-07-04 12:44:06,"2017-7-4",12,2,15,-1,0,3,0,0
"965","Carol Stone","3.12e+14","I missed out on the top up.. can u pl give discounts for the rest who could not top up","849151031903549_849163575235628","neutral",2017-07-03 10:12:11,2017-07-04 03:12:11,"2017-7-4",3,2,20,0.666666666666667,0,1,2,0
"966","Isabelz Ong","1.02e+16","The redemption of point can extend to grab hitch ?","849151031903549_849814868503832","neutral",2017-07-04 12:18:35,2017-07-05 05:18:35,"2017-7-5",5,3,10,1,0,0,1,0
"967","Choong Yu Puing","1.54e+15","hi i cant even pay by my credits when ive alr topped up","849151031903549_850040731814579","neutral",2017-07-04 20:11:16,2017-07-05 13:11:16,"2017-7-5",13,3,13,0,0,0,0,0
"968","Raymond Fong","1.02e+16","Are the membership tiers reset every half a year?","849151031903549_849154811903171","neutral",2017-07-03 09:54:13,2017-07-04 02:54:13,"2017-7-4",2,2,9,0,0,0,0,0
"969","WenJi Hearts","1.02e+16","Has EASY promo code ended? How come it doesn't work?","849151031903549_849704558514863","neutral",2017-07-04 07:54:57,2017-07-05 00:54:57,"2017-7-5",0,3,10,1,0,0,1,0
"970","Muneer Mohammed","1.02e+16","Platinum here.... your priority too effective. Now I keep getting Drivers who are still dropping off pax. Might need to tweak your system a little.","849151031903549_849364161882236","neutral",2017-07-03 16:47:52,2017-07-04 09:47:52,"2017-7-4",9,2,25,2,0,0,1,0
"971","Kazuya Tann","1.53e+15","After 1st july , the grabpay earning points changes from x30 change to x16 , why ?? also , we need are required to spend this amount of money to maintain our memebership >?? what is this man , lol , that's means we earn lesser point harder to redeem rewards also ., and hard to maintain our membership !!!","849151031903549_849677248517594","neutral",2017-07-04 06:23:32,2017-07-04 23:23:32,"2017-7-4",23,2,60,1.33333333333333,0,1,2,0
"972","Kartono Yong","1.02e+16","19000 lah not 1900 _","849151031903549_849185848566734","negative",2017-07-03 10:54:05,2017-07-04 03:54:05,"2017-7-4",3,2,5,0,0,0,0,0
"973","Tan Lay Bee","1.02e+16","Rewards points are for show only. Very difficult to reach their targeted points to redeem even a $5 grab voucher.","849151031903549_849294455222540","negative",2017-07-03 14:56:08,2017-07-04 07:56:08,"2017-7-4",7,2,20,0.666666666666667,0,1,2,0
"974","Terence Kwan","1.02e+16","This shows how many points needed to redeem the $5 off and not how many points to reach the next tier","849151031903549_849210308564288","neutral",2017-07-03 11:59:42,2017-07-04 04:59:42,"2017-7-4",4,2,21,1,0,0,1,0
"975","JunKiat Lau","1.02e+16","How about allowing having a Lifetime Platinum member for Ppl that hits 50k point in the given period.  :D","849151031903549_849304478554871","positive",2017-07-03 15:09:31,2017-07-04 08:09:31,"2017-7-4",8,2,20,0,0,0,0,0
"976","Hnin Nandar Ei","1.02e+16","It takes forever to get a case solved..","849151031903549_851327685019217","negative",2017-07-07 03:59:50,2017-07-07 20:59:50,"2017-7-7",20,5,8,1,0,0,1,0
"977","Low SC","1.02e+16","No more offer for cash payer passangers ??","849151031903549_849160558569263","neutral",2017-07-03 10:08:11,2017-07-04 03:08:11,"2017-7-4",3,2,8,0,0,1,0,0
"978","Diane Kristen","4.19e+14","Diane Kristen Hi Grab, I referred a Friend to Grab and she finally took Grab on Saturday and applied the promo code (Yes she saw the tick and promo code applied). However she was charged full fare for the ride ($6). She wrote to grab, instead of refund, she was offer naother promo code for $6 off. I am supposed to also get $8 off when my referred Friend takes Grab. But I didn't receive any Promo code. Wrote to Grab on Sat but no reply. This is not the first time that I referred and I don't get anything. Pretty upset this has happen. Pls respond.","849078691910783_849085218576797","negative",2017-07-03 06:40:51,2017-07-03 23:40:51,"2017-7-3",23,1,107,-0.333333333333333,0,2,2,0
